profile,architecture,controller,mean_L,cvar90_L,worst_L,mean_V,cvar90_V,failure_rate,mean_unsafe_duration,mean_final_I,min_final_I,fail_p_rate,fail_a_rate,fail_h_rate,fail_phi_rate,fail_m_rate,fail_I_rate,worst_max_a,worst_max_h,worst_max_p,worst_min_m
combined_harsh,baseline,a10_minimax_v07,8.856020635627116,16.362727165974874,19.698416176001523,0.05178198938866759,0.12011375814726832,0.9916666666666667,0.43762499999999993,0.9447372824502549,0.9138349941424526,0.0,0.0,0.225,0.0,0.9333333333333333,0.9583333333333334,0.35306211439269575,1.0899292071956603,0.7929385520601472,-0.7654434332327784
combined_harsh,baseline,a10_supply_priority_v06,7.398214021064699,14.018685275124959,16.82258223200109,0.036735636305108184,0.09810284027631239,1.0,0.634486111111111,1.029623497029017,0.9876662347212237,0.0,0.0,0.825,0.0,1.0,0.075,0.38054680522926315,1.2385049429925752,0.8276101943748301,-0.7104957682724097
combined_harsh,baseline,a10_adaptive_v06,8.233735032502603,14.841909654818727,16.876966082527282,0.0443941905125768,0.10446538854610514,1.0,0.6475416666666666,1.055090968547359,1.0142480602143642,0.0,0.0,0.85,0.0,0.9916666666666667,0.0,0.38768608057177295,1.2499903651143578,0.8276189532059481,-0.7176564417335447
combined_harsh,baseline,a10_thermal_v04,6.435503284275715,9.596983763603308,11.40363430568718,0.026708491391063342,0.056189164229501064,1.0,0.6967083333333333,1.1140531242091607,1.0921450836660904,0.0,0.0,1.0,0.0,0.975,0.0,0.4092275129961943,1.3266250969442885,0.8411699558992421,-0.21411742927817032
combined_harsh,baseline,a10_barrier_v03,7.688507268700388,11.947760721351296,14.228187881268244,0.03966768518283668,0.07855641827541081,1.0,0.7392777777777778,1.1362815760984228,1.1117119126901311,0.0,0.0,1.0,0.0,0.9583333333333334,0.0,0.4482589090759842,1.3765985626085253,0.8515321374738348,-0.1723667634353425
combined_harsh,cooling_supply_x125,a10_minimax_v07,4.319484082556944,6.839649990143606,7.9931135602117696,0.0077616454554854915,0.0254292710211089,0.95,0.311298611111111,0.9725395188140733,0.9375801138386707,0.0,0.0,0.325,0.0,0.7583333333333333,0.8,0.35676332095163127,1.0981268705878018,0.7931055058861628,-0.37203926262099896
combined_harsh,cooling_supply_x125,a10_supply_priority_v06,4.890683886727424,6.671065617247333,7.469160420153585,0.010023909136278385,0.025487870933025514,0.9916666666666667,0.5881805555555555,1.0610551357958684,1.015360997401313,0.0,0.0,0.8583333333333333,0.0,0.8083333333333333,0.0,0.38688768721024547,1.2484979815641244,0.8276520321523395,-0.2845911078048089
combined_harsh,cooling_supply_x125,a10_adaptive_v06,5.062454953239923,6.822536488384942,7.212031640136237,0.011165005698712918,0.02744304472551165,0.9916666666666667,0.6138611111111111,1.0801447418301104,1.037350057833449,0.0,0.0,0.9,0.0,0.7416666666666667,0.0,0.39454579419109875,1.2574714831290472,0.8276579325274416,-0.30766880610959335
combined_harsh,cooling_supply_x125,a10_thermal_v04,5.529028394827389,8.002222466584845,9.501318686680376,0.015022678624885563,0.038339402635517134,1.0,0.6810138888888889,1.1199203617664322,1.0949686099589742,0.0,0.0,1.0,0.0,0.6833333333333333,0.0,0.4134696220951012,1.3217542935674405,0.841207759861976,-0.12135065921603296
combined_harsh,cooling_supply_x125,a10_barrier_v03,7.005785075634476,10.957092814992073,13.185065777383226,0.03014939710421957,0.06635735809083572,1.0,0.7348472222222221,1.1464911613431163,1.120391702248166,0.0,0.0,1.0,0.0,0.65,0.0,0.4513582835272757,1.3993088939788392,0.8515711176388969,-0.12494305088165554
combined_harsh,cooling_supply_x125_impulse_x105,a10_minimax_v07,4.3657776251705895,6.993894578703681,7.8709578238386655,0.009040836022429992,0.028575597045513743,0.9333333333333333,0.2967916666666666,1.0154912005271866,0.9793910596115278,0.0,0.0,0.325,0.0,0.8083333333333333,0.31666666666666665,0.3565239243814941,1.0822683048381467,0.7930112511298115,-0.3801317895429603
combined_harsh,cooling_supply_x125_impulse_x105,a10_supply_priority_v06,4.885016266408176,6.660318696740191,7.463390902004003,0.00994961043555351,0.025122227747444475,0.9916666666666667,0.5857916666666667,1.1131018068510945,1.0655846306149805,0.0,0.0,0.8583333333333333,0.0,0.8083333333333333,0.0,0.38667499958547974,1.2461010741405716,0.8275779134436821,-0.28608481948209613
combined_harsh,cooling_supply_x125_impulse_x105,a10_adaptive_v06,5.05112194973251,6.806237885808433,7.1645242057931915,0.011041437832355559,0.026890243813819447,0.9916666666666667,0.6114027777777777,1.133132840533654,1.0887939792260863,0.0,0.0,0.8916666666666667,0.0,0.75,0.0,0.3942762704121096,1.254687380728765,0.827584187136537,-0.3098539268215366
combined_harsh,cooling_supply_x125_impulse_x105,a10_thermal_v04,5.481735464071885,7.9152514672440235,9.374899307641,0.014524948094158633,0.037365676031310475,1.0,0.6785694444444444,1.1740944321964137,1.1476241814902552,0.0,0.0,1.0,0.0,0.6916666666666667,0.0,0.4132688719400652,1.3157236098170828,0.8410639286543451,-0.12304581700798481
combined_harsh,cooling_supply_x125_impulse_x105,a10_barrier_v03,7.003687339435819,10.950775830624735,13.16884484038616,0.03013304671806159,0.06629391296881026,1.0,0.7348194444444442,1.2037832844234557,1.176472235547849,0.0,0.0,1.0,0.0,0.65,0.0,0.45135725130254467,1.4000952362167691,0.8515181278585982,-0.12505782185254966
combined_harsh,cooling_supply_x150,a10_minimax_v07,3.5320928542945684,4.518390032997919,4.6652404290874365,0.0007379128694806948,0.00290578554780777,0.8166666666666667,0.19368749999999993,0.9959603343733874,0.9592441494283092,0.0,0.0,0.325,0.0,0.475,0.6,0.3615898719154842,1.0996321891440122,0.79326006716416,-0.06667831630882329
combined_harsh,cooling_supply_x150,a10_adaptive_v06,4.822776366556522,6.56586305061899,7.8442694090628144,0.007640154784165941,0.02795207587806293,0.9583333333333334,0.5804375,1.100125213778249,1.0563528452580322,0.0,0.0,0.9,0.0,0.44166666666666665,0.0,0.40200031206181236,1.2711388909448853,0.8277215098026103,-0.022148092163732615
combined_harsh,cooling_supply_x150,a10_supply_priority_v06,4.665582433463517,6.322550886098452,7.086763797783151,0.0066555409404302265,0.025985994332201282,0.9666666666666667,0.5538680555555555,1.087603163635677,1.0385925075407794,0.0,0.0,0.8666666666666667,0.0,0.55,0.0,0.39921042557498276,1.2547080469559588,0.8277166404112353,-0.03817358646018953
combined_harsh,cooling_supply_x150,a10_thermal_v04,5.287460223651823,7.4571007010920125,8.980022664337113,0.010750965438594542,0.031518089829315664,1.0,0.6614861111111111,1.1228969965688098,1.0965531194362945,0.0,0.0,1.0,0.0,0.43333333333333335,0.0,0.41675411617597236,1.3110613002953546,0.8412434582860114,0.0008238153509599446
combined_harsh,cooling_supply_x150,a10_barrier_v03,6.765786250746302,10.50603850049357,12.79516600387721,0.026204149416620488,0.06033902145990964,1.0,0.7300416666666666,1.1509107604781486,1.1232514426798654,0.0,0.0,1.0,0.0,0.3,0.0,0.45350284420936476,1.4039176920147638,0.8516030110763739,0.0012453357456441109
combined_harsh,cooling_x125,a10_minimax_v07,9.18440003043538,16.745378053873953,20.311039738655566,0.05442921584467239,0.12263927111507221,0.9916666666666667,0.4311249999999999,0.9453599095383819,0.9147279259088964,0.0,0.0,0.18333333333333332,0.0,0.9416666666666667,0.9583333333333334,0.35929180627426804,1.078331207300494,0.7931019178232682,-0.7804538878499911
